experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,hardware,mode,policy,admission,K,oracle_uses_future_trace,J,net_benefit_guard_tokens,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,selected_affinity_rate,mean_reuse_coverage,saved_prefill_tokens_total,incremental_saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_agenttrace_frozen_sketch_lfu_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,1408
20260716_agenttrace_frozen_sketch_lfu_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2432
20260716_agenttrace_frozen_sketch_lfu_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_lfu_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_lfu_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_lfu_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,lfu,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_coverage_first_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6396487480367886,24692.0,116.0,0.0,0.0,896
20260716_agenttrace_frozen_sketch_coverage_first_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.639403794948314,24703.0,127.0,0.0,0.0,1408
20260716_agenttrace_frozen_sketch_coverage_first_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,3.0,3.0,2432
20260716_agenttrace_frozen_sketch_coverage_first_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_coverage_first_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_coverage_first_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_coverage_first_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,coverage_first,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_saved_prefill_first_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,896
20260716_agenttrace_frozen_sketch_saved_prefill_first_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,1408
20260716_agenttrace_frozen_sketch_saved_prefill_first_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2432
20260716_agenttrace_frozen_sketch_saved_prefill_first_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_saved_prefill_first_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_saved_prefill_first_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_saved_prefill_first_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,saved_prefill_first,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_reuse_distance_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6396487480367886,24692.0,116.0,0.0,0.0,896
20260716_agenttrace_frozen_sketch_reuse_distance_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.639403794948314,24703.0,127.0,0.0,0.0,1408
20260716_agenttrace_frozen_sketch_reuse_distance_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,3.0,3.0,2432
20260716_agenttrace_frozen_sketch_reuse_distance_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_reuse_distance_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_reuse_distance_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_reuse_distance_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
